"Date","Hour","Price","Demand","PV","Wind","Netimport"
"01.01.2010",1,26.25,59884,0,3517.35,-322
"01.01.2010",2,18.46,59840,0,3478.15,-140
"01.01.2010",3,20.08,57602,0,3413.775,923
"01.01.2010",4,16.99,54359,0,3318.775,-322
"01.01.2010",5,15.92,52507,0,3058.625,-1189
"01.01.2010",6,7.99,52218,0,3110.125,-402
"01.01.2010",7,0.47,52272,0,2866.525,544
"01.01.2010",8,4.01,52656,0,2532.975,-55
"01.01.2010",9,1.08,52307,6.25,2381.325,-177
"01.01.2010",10,8.01,54262,81.375,2206.425,185
"01.01.2010",11,8.85,56853,234.775,2016,389
"01.01.2010",12,18.82,59228,436.45,1874.625,-190
"01.01.2010",13,21.6,62647,592.1,1832.275,319
"01.01.2010",14,18.82,60535,512.85,1701.95,464
"01.01.2010",15,17.79,58428,332.975,1737.65,1341
"01.01.2010",16,18.89,57842,120.55,1614.9,543
"01.01.2010",17,23.46,58755,7.45,1566.625,197
"01.01.2010",18,38.07,64178,0.325,1439.875,-2630
"01.01.2010",19,40.58,66807,0,1445.4,-1880
"01.01.2010",20,38.1,67192,0,1483.825,-1099
"01.01.2010",21,36.96,65885,0,1383.325,929
"01.01.2010",22,28.85,63939,0,1266.65,1509
"01.01.2010",23,40.01,67290,0,1123.25,475
"01.01.2010",24,35.13,65746,0,966.825,1086
"02.01.2010",1,38.71,61915,0,890.425,2471
"02.01.2010",2,28.92,61902,0,824.3,3218
"02.01.2010",3,24.07,60036,0,800.95,3290
"02.01.2010",4,22.25,58091,0,756.65,2116
"02.01.2010",5,19.31,57689,0,714.525,920
"02.01.2010",6,20.85,58923,0,780.55,1550
"02.01.2010",7,20.48,60492,0,809.425,3832
"02.01.2010",8,31.72,63008,0,903.075,2909
"02.01.2010",9,33.88,64656,3.925,934.8,2435
"02.01.2010",10,37.86,67281,90.1,950.275,2315
"02.01.2010",11,40.74,67991,383.8,1015,1997
"02.01.2010",12,44.46,68475,1000.575,1027.075,468
"02.01.2010",13,46.54,70187,1308.85,955.075,822
"02.01.2010",14,40.54,67004,1037.575,925.1,1593
"02.01.2010",15,39.65,64802,879.375,977.225,1773
"02.01.2010",16,36.98,63774,419.075,1068.575,1471
"02.01.2010",17,38.57,64778,48.95,1072.9,1116
"02.01.2010",18,50.23,71590,1.325,1215.25,-425
"02.01.2010",19,59.72,74690,0,1311,-242
"02.01.2010",20,56.19,73569,0,1314.6,362
"02.01.2010",21,44.52,71273,0,1241.975,1956
"02.01.2010",22,40.03,68738,0,1259.55,1176
"02.01.2010",23,44.25,71955,0,1312.65,906
"02.01.2010",24,40.77,70429,0,1294.65,1945
"03.01.2010",1,33.56,66658,0,1166.175,1258
"03.01.2010",2,31.92,66251,0,1114.825,1351
"03.01.2010",3,29.05,63940,0,1179.8,876
"03.01.2010",4,26.72,61165,0,1253.15,291
"03.01.2010",5,21.58,59971,0,1318.075,-764
"03.01.2010",6,17.89,60241,0,1412.7,491
"03.01.2010",7,6.89,60737,0,1459.525,-4
"03.01.2010",8,18.85,62098,0,1816.05,955
"03.01.2010",9,20.86,63306,5.775,1799.45,735
"03.01.2010",10,30.43,66237,116.6,1612.5,987
"03.01.2010",11,34.07,68595,544.7,1368.55,1804
"03.01.2010",12,43.21,69910,1010.3,1165.825,1485
"03.01.2010",13,46.37,72079,1300.575,861.4,1417
"03.01.2010",14,38.63,68576,1299.1,701.475,1528
"03.01.2010",15,31.34,66470,869.9,590.65,1544
"03.01.2010",16,29.68,65385,372.125,519.525,988
"03.01.2010",17,31.07,66459,69.275,525.05,385
"03.01.2010",18,46.79,72527,0.925,584.85,-814
"03.01.2010",19,54.13,76037,0,501.15,-119
"03.01.2010",20,52.79,75930,0,381.6,886
"03.01.2010",21,45.9,73594,0,282.475,2152
"03.01.2010",22,38.56,70820,0,357.925,837
"03.01.2010",23,42.72,73178,0,516.075,803
"03.01.2010",24,39.33,71517,0,760.275,1078
"04.01.2010",1,39.14,68074,0,885.225,1560
"04.01.2010",2,36.2,68472,0,938.025,1165
"04.01.2010",3,34.29,66939,0,1113.95,998
"04.01.2010",4,22.07,64927,0,1204.275,644
"04.01.2010",5,17.98,65274,0,1446.3,264
"04.01.2010",6,26.96,69049,0,1580.05,1023
"04.01.2010",7,35.39,76431,0,1968.05,1989
"04.01.2010",8,46.08,82854,0,2408.325,2322
"04.01.2010",9,44.97,83853,5.075,2526.35,2940
"04.01.2010",10,46.55,84869,81.825,2832.625,3210
"04.01.2010",11,44.09,84993,547.95,3096.575,3164
"04.01.2010",12,41.57,85755,1082.425,3337.075,2805
"04.01.2010",13,42.12,85971,1307.25,3373.225,2856
"04.01.2010",14,41.54,84334,1218.075,3243.1,3302
"04.01.2010",15,40.03,82658,834.975,3293.85,3565
"04.01.2010",16,40.59,81559,363.475,3180.125,3412
"04.01.2010",17,45.04,82382,53.3,3206.175,2649
"04.01.2010",18,52.47,88492,0.8,3037.6,1443
"04.01.2010",19,52.85,90810,0,2823.65,888
"04.01.2010",20,47.97,88213,0,2859.75,1079
"04.01.2010",21,41.52,83828,0,2782.075,3078
"04.01.2010",22,38.58,79597,0,2638.875,2386
"04.01.2010",23,41.71,81207,0,2352.8,1773
"04.01.2010",24,40.78,79139,0,2161.25,1493
"05.01.2010",1,36.6,75049,0,1931.3,1746
"05.01.2010",2,36.67,75166,0,1905.675,1554
"05.01.2010",3,34.14,73431,0,1712.025,2030
"05.01.2010",4,31.92,71146,0,1698.95,1780
"05.01.2010",5,31.03,71410,0,1773.125,1367
"05.01.2010",6,35.44,74710,0,1781.225,2174
"05.01.2010",7,37.74,81390,0,1764.425,2912
"05.01.2010",8,41.26,87138,0,1683.2,3428
"05.01.2010",9,44.52,86895,31.025,1588.225,4175
"05.01.2010",10,46.28,87384,347.05,1582.325,4128
"05.01.2010",11,48.28,87138,1071,1526.7,3921
"05.01.2010",12,49.3,87677,2081.45,1477.975,3143
"05.01.2010",13,49.91,87276,2801.65,1419.825,3236
"05.01.2010",14,47.09,85963,2914.625,1448.075,3805
"05.01.2010",15,45.9,83583,2222.525,1446.675,4705
"05.01.2010",16,45.85,82637,1034.3,1539.125,4740
"05.01.2010",17,51.1,83156,146.9,1684.4,3850
"05.01.2010",18,66.43,88954,1.25,1947.75,2345
"05.01.2010",19,60.83,91049,0,2207.675,1609
"05.01.2010",20,52.72,88729,0,2355.375,1305
"05.01.2010",21,41.42,84462,0,2326.125,2457
"05.01.2010",22,36.68,80337,0,2113.85,1024
"05.01.2010",23,36.61,82111,0,1820.05,54
"05.01.2010",24,41.4,80110,0,1530.675,1464
"06.01.2010",1,40.57,76038,0,1288.875,943
"06.01.2010",2,35.07,76347,0,1049.275,929
"06.01.2010",3,34.28,74641,0,914.375,1488
"06.01.2010",4,33.64,72551,0,842.5,1368
"06.01.2010",5,32.86,72467,0,831,1021
"06.01.2010",6,34.04,75754,0,764.65,1336
"06.01.2010",7,37.71,81290,0,713.2,3096
"06.01.2010",8,41.25,86235,0,685.975,3013
"06.01.2010",9,41.46,87348,28.35,701.525,2338
"06.01.2010",10,42.65,87723,118.475,642.8,2445
"06.01.2010",11,48.97,87447,358.4,528.375,2189
"06.01.2010",12,50.27,87833,669.175,429.025,2076
"06.01.2010",13,48.94,87530,871.175,324.875,1869
"06.01.2010",14,48.8,86405,763.325,335.8,2211
"06.01.2010",15,42.83,84377,519.975,360.7,2446
"06.01.2010",16,41.57,83097,170.075,413.725,2312
"06.01.2010",17,49.95,83529,27.7,474.55,2572
"06.01.2010",18,60.66,88615,1,486.4,1186
"06.01.2010",19,60.04,91308,0,576.725,1055
"06.01.2010",20,52.62,88406,0,588.225,1168
"06.01.2010",21,47.98,83996,0,555.85,2521
"06.01.2010",22,49.35,79765,0,494.25,2035
"06.01.2010",23,50.87,81625,0,507.825,1521
"06.01.2010",24,39.65,79848,0,433.55,1661
"07.01.2010",1,37.3,76124,0,473.85,1494
"07.01.2010",2,37.17,77750,0,467.25,1488
"07.01.2010",3,36.34,76011,0,455.55,2006
"07.01.2010",4,35.11,73590,0,454.575,1629
"07.01.2010",5,34.33,73490,0,401.775,1736
"07.01.2010",6,36.33,76711,0,389.7,2370
"07.01.2010",7,35.81,82250,0,472.775,2944
"07.01.2010",8,48.84,86951,0,421.425,2844
"07.01.2010",9,54.03,86997,21.5,382.95,2907
"07.01.2010",10,56.53,87352,216.5,384.05,3007
"07.01.2010",11,56,87513,533.85,349.85,3142
"07.01.2010",12,57.71,87845,838.125,340.55,2929
"07.01.2010",13,60.06,87631,1028.2,341.65,2860
"07.01.2010",14,54.71,86069,1012.25,262.425,4654
"07.01.2010",15,53.51,84145,668,261.8,5598
"07.01.2010",16,53.01,83025,255.325,304.2,5892
"07.01.2010",17,66.85,83668,32.925,348.225,5476
"07.01.2010",18,86.18,88960,0.4,362.85,4859
"07.01.2010",19,70.47,91403,0,420.825,4188
"07.01.2010",20,55.82,88647,0,441.35,4262
"07.01.2010",21,50.43,84745,0,502.775,4870
"07.01.2010",22,43.37,80624,0,426.425,3773
"07.01.2010",23,48.94,82543,0,364.825,3765
"07.01.2010",24,45.21,80708,0,373.875,4413
"08.01.2010",1,42.9,76984,0,411.25,4479
"08.01.2010",2,40.28,79213,0,425.05,4619
"08.01.2010",3,37.95,77360,0,433.325,4428
"08.01.2010",4,37.91,75009,0,442.475,4971
"08.01.2010",5,35.03,74827,0,572.55,5477
"08.01.2010",6,38.2,78089,0,719.775,5780
"08.01.2010",7,44.45,83823,0,873.5,5971
"08.01.2010",8,57.03,88923,0,1062.675,5755
"08.01.2010",9,65.22,89499,14.175,1332.925,5232
"08.01.2010",10,64.14,90380,290.3,1636.1,5773
"08.01.2010",11,62.4,90508,1039.9,1988.625,5297
"08.01.2010",12,59.16,90743,2362.475,2193.025,5201
"08.01.2010",13,50.94,90376,3053.475,2420.925,5286
"08.01.2010",14,49.78,88377,2910.775,3042.6,5351
"08.01.2010",15,45.33,86450,2425.35,3685.425,5315
"08.01.2010",16,42.21,85119,982.725,4616.675,5351
"08.01.2010",17,41.64,85293,149.325,5698.125,6098
"08.01.2010",18,49.35,90345,1.375,6275.4,4837
"08.01.2010",19,48.84,92242,0,7025.7,4576
"08.01.2010",20,42.61,89251,0,7621,4383
"08.01.2010",21,40.19,85529,0,8342.55,4609
"08.01.2010",22,40.11,82221,0,9404.375,4238
"08.01.2010",23,41.56,84639,0,10263.6,4186
"08.01.2010",24,35.64,82805,0,10748.2,3798
"09.01.2010",1,43.79,78730,0,11148.275,4238
"09.01.2010",2,40.4,79814,0,11536.1,4527
"09.01.2010",3,32.75,77319,0,12099.05,4849
"09.01.2010",4,27.39,74509,0,12234.775,4735
"09.01.2010",5,22.5,73187,0,12762.525,4573
"09.01.2010",6,19.11,74049,0,13297.95,4616
"09.01.2010",7,2.73,75791,0,13758.325,4820
"09.01.2010",8,21.83,78669,0,14362.45,4919
"09.01.2010",9,33.47,81302,86.8,14796.525,4267
"09.01.2010",10,46.16,84330,523.75,15209.175,4815
"09.01.2010",11,47.07,85350,1409.05,15344.675,4650
"09.01.2010",12,46.97,86705,2159.825,15575.125,4131
"09.01.2010",13,44.18,88435,2213.375,15724,3500
"09.01.2010",14,40.03,85753,1954.75,15778.45,3871
"09.01.2010",15,33.43,83401,994.975,15409.05,4310
"09.01.2010",16,32.52,81914,441.25,14884.5,4435
"09.01.2010",17,37.88,82285,38.4,14261.5,4781
"09.01.2010",18,51.03,86610,0.425,14085.95,3108
"09.01.2010",19,48.73,88725,0,13850.625,2692
"09.01.2010",20,47.92,86392,0,13358.025,2810
"09.01.2010",21,40.74,83177,0,13063.35,3783
"09.01.2010",22,44.13,80594,0,12496.2,3387
"09.01.2010",23,47.95,83526,0,11775.025,2911
"09.01.2010",24,33.2,82017,0,11369.9,2797
"10.01.2010",1,45.93,78463,0,10980.125,2314
"10.01.2010",2,31.53,77786,0,10678.9,2245
"10.01.2010",3,24.8,75263,0,10322.025,2704
"10.01.2010",4,19.17,72011,0,10007.1,2453
"10.01.2010",5,18.52,70516,0,9400.375,2425
"10.01.2010",6,3.33,70391,0,9030,2237
"10.01.2010",7,-9.9,70721,0,8948.225,2422
"10.01.2010",8,-1.43,71866,0,8450,1695
"10.01.2010",9,10.54,73921,20,8061.4,1220
"10.01.2010",10,23.89,77422,310.45,7776,1341
"10.01.2010",11,42.56,79974,1116.75,7586.85,1175
"10.01.2010",12,46,81236,1825.775,7329.2,1057
"10.01.2010",13,44.56,82959,2049.575,7152.9,1146
"10.01.2010",14,36.26,79314,2000.525,6825.05,1406
"10.01.2010",15,32.05,76477,1413.675,6837.875,1622
"10.01.2010",16,29.54,75013,608.825,6629.1,2172
"10.01.2010",17,41.4,75155,56.55,6305.75,1763
"10.01.2010",18,56.73,80676,1.35,6090.575,1124
"10.01.2010",19,60,84472,0,5864.95,448
"10.01.2010",20,52.99,84023,0,5701.5,23
"10.01.2010",21,42.57,81369,0,5572.675,1106
"10.01.2010",22,45.44,78563,0,5361.2,804
"10.01.2010",23,49.95,80745,0,5157.3,1159
"10.01.2010",24,38.44,79182,0,5045.125,1501
"11.01.2010",1,39.6,75963,0,4875.025,1208
"11.01.2010",2,34.01,76425,0,4561.85,1519
"11.01.2010",3,28.23,74901,0,4253.675,1793
"11.01.2010",4,21.47,72747,0,4165.375,1777
"11.01.2010",5,21.47,72823,0,3939.5,1966
"11.01.2010",6,20.03,76514,0,3566.775,2266
"11.01.2010",7,20.06,82213,0,3260.275,2933
"11.01.2010",8,49.26,86658,0,3079.825,242
"11.01.2010",9,50.59,87093,12.35,2859.825,-213
"11.01.2010",10,50.26,87641,352.775,2736,71
"11.01.2010",11,51,87343,1186.275,2798.35,372
"11.01.2010",12,52.31,87724,2011.35,2623.4,129
"11.01.2010",13,51.68,87420,2431.55,2414.6,-516
"11.01.2010",14,51.49,85708,2053.1,2269.7,50
"11.01.2010",15,50.02,83199,1183.375,2248.55,632
"11.01.2010",16,47.98,81999,536.4,2384.275,542
"11.01.2010",17,51.38,82160,61.25,2427.05,953
"11.01.2010",18,81.91,87515,0.95,2137.025,-388
"11.01.2010",19,88.07,90782,0,1945.45,-610
"11.01.2010",20,59.1,88145,0,1878.8,439
"11.01.2010",21,50.02,84124,0,1748.075,2530
"11.01.2010",22,40.3,80055,0,1636.45,1848
"11.01.2010",23,42.17,82056,0,1473.875,2195
"11.01.2010",24,34.93,80411,0,1315.425,2058
"12.01.2010",1,39.32,76802,0,1094.1,2190
"12.01.2010",2,35.07,79215,0,891.95,1851
"12.01.2010",3,37.46,77472,0,710.525,2717
"12.01.2010",4,38.65,75101,0,586.65,3062
"12.01.2010",5,37.73,74734,0,525.775,2991
"12.01.2010",6,39.33,78384,0,551.7,3093
"12.01.2010",7,43.54,84113,0,604.2,2844
"12.01.2010",8,57.1,88446,0,695.45,2729
"12.01.2010",9,71.93,88524,32.875,781.075,2393
"12.01.2010",10,73.63,88596,295.825,857.775,2777
"12.01.2010",11,82.61,88379,752.35,1086.9,2580
"12.01.2010",12,73.12,88894,1195.05,1224.425,2241
"12.01.2010",13,65.09,89065,1329.15,1351.625,2482
"12.01.2010",14,54.37,87464,1192.525,1420.275,3234
"12.01.2010",15,53.18,85954,703.6,1634.25,3288
"12.01.2010",16,54.06,85213,252.425,NA,3340
"12.01.2010",17,64.62,85832,32.625,2604.225,3704
"12.01.2010",18,68.93,90194,2.9,3515.175,2150
"12.01.2010",19,67.55,92050,0,4688.775,1393
"12.01.2010",20,51.58,88692,0,5178.4,2536
"12.01.2010",21,47.51,84230,0,5447.275,3839
"12.01.2010",22,42.65,80002,0,4971.9,3328
"12.01.2010",23,42.25,81569,0,5424.875,1742
"12.01.2010",24,36.88,79433,0,5447.725,2227
"13.01.2010",1,39.59,75167,0,6232.475,2516
"13.01.2010",2,35.95,77368,0,6957.725,3106
"13.01.2010",3,35.02,75031,0,7132.925,3221
"13.01.2010",4,31.95,72378,0,7562.4,1871
"13.01.2010",5,28.28,71613,0,8041.075,1818
"13.01.2010",6,32.99,74814,0,8038.075,2758
"13.01.2010",7,42.19,80308,0,8124.675,3019
"13.01.2010",8,47.85,84769,0,8364.85,2358
"13.01.2010",9,48.4,85967,9.875,8339.6,1861
"13.01.2010",10,47.45,86567,164.225,8578.75,2049
"13.01.2010",11,48.18,86247,374.325,8780.725,1998
"13.01.2010",12,50.12,86391,595.875,8804.25,1944
"13.01.2010",13,50.01,85240,695.925,8612.7,1825
"13.01.2010",14,48.27,83253,618.175,8937.5,2181
"13.01.2010",15,44.79,81154,459.075,9379.575,2224
"13.01.2010",16,47.48,79332,203.95,9486.625,2039
"13.01.2010",17,50.1,79425,28.875,9857.55,2552
"13.01.2010",18,62.94,84290,1.875,10339.15,732
"13.01.2010",19,55.24,87165,0,10355,805
"13.01.2010",20,49.19,84005,0,10055.8,1269
"13.01.2010",21,42.19,79844,0,9450.125,2928
"13.01.2010",22,39.73,75519,0,8963.075,2105
"13.01.2010",23,43.17,77417,0,8201.4,1187
"13.01.2010",24,38.17,75531,0,7471.6,1767
"14.01.2010",1,35.78,71817,0,6876,2341
"14.01.2010",2,31.13,72606,0,6414,2881
"14.01.2010",3,31.91,70619,0,5934.525,2241
"14.01.2010",4,26.79,68020,0,5490.8,586
"14.01.2010",5,27.18,67659,0,4983.3,733
"14.01.2010",6,35.09,70991,0,4654.45,1624
"14.01.2010",7,39.1,78098,0,4357.25,3547
"14.01.2010",8,50.06,83692,0,4156.675,1996
"14.01.2010",9,51.99,83556,22.525,4056.45,1575
"14.01.2010",10,51.95,83668,250.775,3849.8,1598
"14.01.2010",11,52.65,83531,741.85,3819.075,1702
"14.01.2010",12,53.04,84179,1286.2,3667,1439
"14.01.2010",13,53.11,83699,1337.675,3530.55,1667
"14.01.2010",14,53.19,82570,1217.275,3278.425,2312
"14.01.2010",15,52.26,80576,974.8,3184.05,2522
"14.01.2010",16,52.29,79548,509.725,3169.9,2383
"14.01.2010",17,62.32,79782,107.375,3076.875,1972
"14.01.2010",18,69.67,84152,5.625,3109.425,1015
"14.01.2010",19,71.07,87271,0,3073.575,1254
"14.01.2010",20,60.99,83750,0,2941.7,2107
"14.01.2010",21,49.07,79645,0,2658.25,3761
"14.01.2010",22,43.68,75477,0,2497.025,2987
"14.01.2010",23,48.51,77136,0,2243.65,2933
"14.01.2010",24,43.05,75571,0,2028.95,3838
"15.01.2010",1,39.1,71437,0,1776,1901
"15.01.2010",2,37.78,71399,0,1654.25,2392
"15.01.2010",3,37.53,69418,0,1524.825,2538
"15.01.2010",4,35.08,67046,0,1539.55,2116
"15.01.2010",5,34.03,66878,0,1444.7,1791
"15.01.2010",6,40.61,70308,0,1474.825,2379
"15.01.2010",7,42.15,77151,0,1391.125,3519
"15.01.2010",8,55.99,82410,0,1319.95,3486
"15.01.2010",9,65.23,82231,161.55,1239.725,2871
"15.01.2010",10,65.86,82108,992.725,1059.65,3087
"15.01.2010",11,67.45,81873,2285.325,949.575,3449
"15.01.2010",12,66.31,82038,3368.7,859.675,3529
"15.01.2010",13,61.09,81581,3528.65,700,3544
"15.01.2010",14,52.04,79585,2708.025,565,3373
"15.01.2010",15,51.49,77206,1974.05,488.325,4092
"15.01.2010",16,49.09,75696,1142.95,547.15,3843
"15.01.2010",17,51.4,75732,246.55,647.3,4238
"15.01.2010",18,63.46,80785,14.9,755.3,3074
"15.01.2010",19,62.45,83228,0,833.725,3407
"15.01.2010",20,52,80267,0,925.55,3035
"15.01.2010",21,43.2,76601,0,932.65,4189
"15.01.2010",22,42.2,73548,0,960.125,3021
"15.01.2010",23,42.82,75841,0,1051.375,2867
"15.01.2010",24,39.23,74031,0,1116.05,3599
"16.01.2010",1,43.2,69852,0,1307.925,3497
"16.01.2010",2,38.78,69999,0,1519.275,4419
"16.01.2010",3,35.08,67526,0,1715.15,4571
"16.01.2010",4,33.43,64745,0,1984.725,3290
"16.01.2010",5,33.22,63541,0,2448.7,2459
"16.01.2010",6,31.64,64382,0,3049.4,2074
"16.01.2010",7,30.51,66347,0,3839.9,2680
"16.01.2010",8,35.09,69459,0,4611.975,1993
"16.01.2010",9,41.31,71775,208.3,5470.85,1698
"16.01.2010",10,41.49,74219,1697.1,6318.325,1797
"16.01.2010",11,40.8,74944,4121.6,7071.625,2209
"16.01.2010",12,41.48,75767,5824.375,7489.075,849
"16.01.2010",13,40.82,77348,6478.45,8119.075,1485
"16.01.2010",14,36.41,74493,6496.9,8481.7,1935
"16.01.2010",15,34.94,72223,5238.1,8835.4,2479
"16.01.2010",16,35.73,70680,2874.3,9752.075,1647
"16.01.2010",17,37.67,70131,597.6,10227.55,1457
"16.01.2010",18,41.76,73745,17.3,10534.475,566
"16.01.2010",19,41.97,75885,0,10917.15,994
"16.01.2010",20,35.08,73428,0,10721.65,2009
"16.01.2010",21,30.57,70162,0,10551,3061
"16.01.2010",22,33.94,67340,0,10485.225,3070
"16.01.2010",23,36.94,70211,0,9672.325,2508
"16.01.2010",24,32,68874,0,9366.125,3172
"17.01.2010",1,28.82,65015,0,8735.475,2489
"17.01.2010",2,24.03,64229,0,7955.275,2646
"17.01.2010",3,23.23,61747,0,7407.975,1897
"17.01.2010",4,13.03,58466,0,7408.875,849
"17.01.2010",5,12.9,56840,0,6733.2,361
"17.01.2010",6,12.14,56840,0,6051.7,607
"17.01.2010",7,12.79,57527,0,5309.175,-977
"17.01.2010",8,18.07,59243,0,4890.9,-1158
"17.01.2010",9,23.17,61055,203.15,4548.1,1069
"17.01.2010",10,36.1,63808,1722.325,4278.575,1201
"17.01.2010",11,38.28,65204,4281.25,4209.325,1651
"17.01.2010",12,43.44,65752,5948.925,3911.175,1201
"17.01.2010",13,43.98,66939,6360.975,3712.425,1453
"17.01.2010",14,38.68,63034,5963.05,3577,2325
"17.01.2010",15,32.87,60248,4699.975,3683.65,2003
"17.01.2010",16,28.42,58494,2520.95,4011.85,1907
"17.01.2010",17,27.26,58407,521.225,4134.75,1330
"17.01.2010",18,34.92,64473,11.65,4240.6,-302
"17.01.2010",19,46.86,69742,0,4816.675,254
"17.01.2010",20,48.68,70160,0,4717.775,1899
"17.01.2010",21,47.64,68097,0,4698.325,3450
"17.01.2010",22,40.49,65673,0,4651.675,2132
"17.01.2010",23,44,68371,0,4270.9,453
"17.01.2010",24,42.06,67137,0,3824.525,1541
"18.01.2010",1,32.83,64011,0,3516.7,2343
"18.01.2010",2,35.05,64373,0,3257.1,1660
"18.01.2010",3,32.09,62858,0,3257.825,662
"18.01.2010",4,26.58,60887,0,3103.15,-442
"18.01.2010",5,26.99,61471,0,2837.825,-1558
"18.01.2010",6,32.91,65473,0,2819.6,-99
"18.01.2010",7,59.93,73082,0,2622.1,590
"18.01.2010",8,66,79358,0,2501.35,2028
"18.01.2010",9,58.12,79762,68.625,2358.125,1191
"18.01.2010",10,55.48,79672,563.1,1827.225,1614
"18.01.2010",11,53.72,79079,1469.05,1779.075,1813
"18.01.2010",12,53.79,78990,2057.5,1569.15,1529
"18.01.2010",13,53.08,78422,2261.2,1527.4,1574
"18.01.2010",14,51.46,76720,2083,1465.225,1851
"18.01.2010",15,49.79,74594,1561.2,1601.725,1664
"18.01.2010",16,47.52,73051,720.85,1762.175,1365
"18.01.2010",17,50.47,73248,130.65,1804.025,1472
"18.01.2010",18,58.57,78238,5.15,1959.425,-332
"18.01.2010",19,53.95,82514,0,2159.875,94
"18.01.2010",20,50.73,79900,0,2304.075,969
"18.01.2010",21,44.78,75692,0,2390.775,2800
"18.01.2010",22,42.28,71653,0,2484.4,2733
"18.01.2010",23,48.24,73641,0,2466.4,1237
"18.01.2010",24,43.06,72194,0,2463.25,2294
"19.01.2010",1,37.74,68439,0,2419.175,1807
"19.01.2010",2,37.61,68621,0,2326.8,1690
"19.01.2010",3,35.28,66793,0,2373.15,819
"19.01.2010",4,NA,64729,0,NA,-587
"19.01.2010",5,NA,65038,0,NA,-597
"19.01.2010",6,NA,68767,0,NA,1033
"19.01.2010",7,NA,76427,0,NA,1449
"19.01.2010",8,NA,82266,0,NA,1721
"19.01.2010",9,NA,82330,44.725,NA,1891
"19.01.2010",10,NA,82543,323.625,NA,2540
"19.01.2010",11,NA,82343,889.525,NA,2605
"19.01.2010",12,NA,82531,1362.55,NA,2553
"19.01.2010",13,NA,81875,1771.1,NA,2134
"19.01.2010",14,NA,80322,1849.325,NA,2554
"19.01.2010",15,NA,78363,1383.8,NA,2914
"19.01.2010",16,NA,77124,736.725,NA,2522
"19.01.2010",17,NA,77421,213.825,NA,2765
"19.01.2010",18,NA,82131,15.5,NA,2429
"19.01.2010",19,NA,85619,0,NA,2223
"19.01.2010",20,NA,82452,0,NA,2798
"19.01.2010",21,NA,78221,0,NA,3921
"19.01.2010",22,NA,73999,0,NA,3142
"19.01.2010",23,NA,75997,0,NA,2167
"19.01.2010",24,NA,74145,0,NA,2900
"20.01.2010",1,37.77,69921,0,897.25,1704
"20.01.2010",2,36.35,69658,0,990.25,1766
"20.01.2010",3,34.51,67562,0,1064.125,1555
"20.01.2010",4,32.02,65421,0,1116.15,468
"20.01.2010",5,27.5,65479,0,1155.95,341
"20.01.2010",6,33.4,68956,0,1277.325,1274
"20.01.2010",7,43.27,75342,0,1337.65,2649
"20.01.2010",8,53.12,80602,0,1499.075,2435
"20.01.2010",9,52.02,82072,55.4,1677.225,2331
"20.01.2010",10,51.4,82639,380.1,1900.675,2385
"20.01.2010",11,51.13,82601,975.175,2232.75,2440
"20.01.2010",12,51.24,83341,1460.35,2106.95,1979
"20.01.2010",13,50.01,82839,1389.5,2570.25,1935
"20.01.2010",14,48.2,81661,1420.075,2721.3,2521
"20.01.2010",15,46.58,79804,1187.025,3156.3,2342
"20.01.2010",16,46.65,78012,845.925,3326,2055
"20.01.2010",17,46.76,77084,153.8,3707.9,1982
"20.01.2010",18,51.9,80735,6.75,3943.425,439
"20.01.2010",19,50.97,84512,0,4018.825,1211
"20.01.2010",20,47.23,81193,0,3884.275,2403
"20.01.2010",21,42.21,76762,0,3583.575,4015
"20.01.2010",22,39.5,72660,0,3292.475,2329
"20.01.2010",23,41.38,74471,0,2969.275,1144
"20.01.2010",24,38.18,73055,0,2765.15,2639
"21.01.2010",1,36.79,68993,0,2515.325,1910
"21.01.2010",2,34.76,69052,0,2493.4,2089
"21.01.2010",3,32.03,67234,0,2502.625,1845
"21.01.2010",4,29.84,64922,0,2328.95,15
"21.01.2010",5,31.44,64983,0,2139.3,-233
"21.01.2010",6,33.2,68543,0,2044.025,1324
"21.01.2010",7,40.56,75717,0,1998.75,2824
"21.01.2010",8,50.95,81441,0,1892.5,2163
"21.01.2010",9,51.77,81227,98.5,1886.375,1598
"21.01.2010",10,53.28,81180,693.175,1483.85,1900
"21.01.2010",11,53.56,80924,1838.55,1413.65,2031
"21.01.2010",12,54.34,81048,2907.8,1402.375,2166
"21.01.2010",13,51.49,80259,2565.625,1343.55,2643
"21.01.2010",14,51.37,78456,2116.6,1297.85,3516
"21.01.2010",15,49.97,76020,1432.175,1230.85,3536
"21.01.2010",16,47.08,74625,700.55,1350.675,3100
"21.01.2010",17,50.02,74593,106.575,1617,1992
"21.01.2010",18,57.9,79183,3.6,1687.1,1548
"21.01.2010",19,60.87,83283,0,1871.475,2018
"21.01.2010",20,50.92,80418,0,1924.775,2314
"21.01.2010",21,42.57,76396,0,1775.65,3038
"21.01.2010",22,45.3,72465,0,1594.7,1792
"21.01.2010",23,45.05,74356,0,1751.825,2529
"21.01.2010",24,37.94,72678,0,1645.5,3394
"22.01.2010",1,39.08,68995,0,1733.575,3493
"22.01.2010",2,35.79,68717,0,1861.225,3280
"22.01.2010",3,34.54,66880,0,1985.725,2637
"22.01.2010",4,32.06,64551,0,2019.15,1031
"22.01.2010",5,30.64,64665,0,2028.1,734
